1,4,0,4,School
1,6,0,6,School
1,8,1,8,Work
1,9,0,1,School
1,14,1,14,Relatives
1,26,0,26,School
1,29,0,1,Work
1,30,0,1,Relatives
1,40,0,40,Work
1,47,0,47,Relatives
1,49,0,49,Relatives
1,53,0,53,Relatives
1,57,1,1,Relatives
1,63,1,63,School
1,71,0,71,Relatives
1,78,1,1,School
1,83,0,83,Work
1,85,0,1,Work
1,86,0,1,Relatives
1,88,0,88,Relatives
1,96,1,96,Work
1,101,1,101,Work
1,104,0,104,School
1,106,0,1,Work
1,107,0,107,School
1,108,1,1,Work
1,116,0,116,Work
1,118,1,1,Relatives
1,122,0,122,Work
1,144,0,1,School
1,149,0,1,Relatives
1,155,0,155,Work
1,159,1,1,Work
1,172,1,172,School
1,219,0,1,Relatives
1,241,0,1,Relatives
1,242,0,1,School
1,321,0,1,Work
1,339,1,339,Relatives
1,380,0,380,Relatives
1,392,1,392,Work
1,439,0,1,School
1,443,0,1,Relatives
1,447,0,447,School
1,452,0,452,School
1,454,1,1,Work
1,499,0,1,Relatives
1,501,0,1,Work
1,526,0,526,Work
1,552,0,552,Relatives
1,602,0,602,Relatives
1,606,0,1,Relatives
1,614,0,1,Relatives
1,658,0,658,Relatives
1,661,0,1,Work
1,678,1,1,Work
1,685,0,1,Work
1,697,0,1,School
1,744,0,744,School
1,767,1,1,School
1,789,0,789,Relatives
1,793,0,1,Work
1,808,0,1,School
1,815,0,815,Work
1,940,1,1,Work
1,946,0,946,School
1,996,0,996,Relatives
2,13,1,2,Relatives
2,21,1,2,Relatives
2,26,0,2,Relatives
2,38,1,2,Relatives
2,40,1,2,Relatives
2,44,0,44,School
2,49,0,2,Work
2,50,1,50,Work
2,51,0,2,Work
2,62,1,2,Relatives
2,70,1,2,Work
2,74,0,2,Work
2,80,0,2,Relatives
2,85,0,85,School
2,87,1,87,Relatives
2,88,0,88,Work
2,94,0,2,Relatives
2,99,1,2,School
2,108,1,2,Relatives
2,111,1,111,Relatives
2,117,0,117,School
2,125,0,125,Relatives
2,133,1,133,Relatives
2,141,0,2,Relatives
2,154,0,154,Work
2,157,0,2,Relatives
2,158,0,2,Work
2,166,1,166,School
2,168,0,2,School
2,170,1,170,Work
2,177,0,2,Work
2,183,0,183,School
2,186,0,186,Work
2,199,0,2,Work
2,200,1,200,School
2,214,0,214,School
2,240,0,2,Relatives
2,257,1,2,Relatives
2,264,0,264,Work
2,277,1,277,Work
2,355,0,2,Work
2,492,0,2,Work
2,493,0,2,School
2,516,0,2,Work
2,535,0,535,School
2,538,0,538,Relatives
2,559,0,559,Work
2,583,0,583,School
2,611,1,611,Work
2,630,0,630,Work
2,655,0,2,Work
2,659,0,2,Work
2,687,1,687,School
2,699,1,699,School
2,713,0,2,Relatives
2,879,1,879,School
2,899,0,2,Relatives
2,911,1,2,Relatives
2,973,0,973,Work
3,6,0,6,Relatives
3,13,1,13,Relatives
3,19,1,19,School
3,20,0,20,Relatives
3,22,1,3,Work
3,24,0,3,Work
3,26,1,26,Work
3,32,1,32,Relatives
3,35,0,35,Relatives
3,38,1,38,School
3,54,1,3,Work
3,56,0,56,Work
3,63,0,63,Work
3,67,0,3,Relatives
3,77,1,3,Relatives
3,81,0,3,Work
3,82,0,82,Work
3,85,0,85,Relatives
3,87,1,87,School
3,94,0,94,Relatives
3,98,0,98,Relatives
3,100,0,3,Relatives
3,102,0,3,School
3,105,0,105,School
3,108,0,108,School
3,110,1,110,Work
3,114,1,3,School
3,115,1,115,Relatives
3,116,0,3,School
3,120,0,3,School
3,123,1,3,Relatives
3,124,0,124,School
3,128,0,128,Work
3,134,0,3,Relatives
3,143,0,3,Relatives
3,150,0,150,School
3,152,0,152,Relatives
3,155,1,155,School
3,159,0,159,Work
3,160,0,160,Relatives
3,162,1,3,Work
3,170,1,3,Relatives
3,172,1,172,Work
3,174,1,3,School
3,175,0,175,Relatives
3,176,0,3,School
3,186,1,186,School
3,194,0,194,Work
3,195,1,195,Relatives
3,199,0,199,School
3,200,0,200,Relatives
3,204,1,204,Relatives
3,205,1,205,Relatives
3,214,0,3,School
3,224,0,224,Work
3,231,0,3,Relatives
3,233,0,3,Work
3,236,1,236,Relatives
3,238,0,238,Relatives
3,254,0,3,School
3,258,0,3,Relatives
3,262,0,262,School
3,275,0,3,School
3,277,0,3,Work
3,281,0,281,School
3,290,0,290,Work
3,295,1,295,Work
3,303,0,3,Relatives
3,305,0,3,Relatives
3,309,1,309,Work
3,318,0,318,Work
3,325,1,325,Relatives
3,329,0,329,Relatives
3,340,0,340,School
3,341,0,3,Work
3,354,0,3,Relatives
3,371,0,3,School
3,373,0,3,Work
3,374,0,374,School
3,376,1,3,School
3,383,0,383,Relatives
3,390,0,390,Relatives
3,394,0,394,School
3,406,1,3,Work
3,414,1,414,School
3,425,0,3,School
3,437,0,437,Relatives
3,443,0,443,School
3,446,0,3,Relatives
3,448,0,448,School
3,457,0,3,Relatives
3,462,1,3,Work
3,465,1,465,School
3,473,0,3,School
3,474,0,3,Relatives
3,479,0,3,Work
3,485,1,485,Relatives
3,489,0,3,Work
3,496,0,3,Work
3,499,0,499,Work
3,508,1,3,Relatives
3,513,0,3,School
3,516,0,516,Relatives
3,519,0,3,School
3,526,0,3,Work
3,536,1,3,School
3,538,1,3,Work
3,547,0,547,Relatives
3,552,1,552,Relatives
3,556,1,556,Work
3,561,0,3,School
3,574,0,3,Relatives
3,576,1,576,School
3,587,0,587,Relatives
3,618,0,3,School
3,625,1,3,School
3,631,0,3,Work
3,638,1,638,Work
3,641,1,641,School
3,647,0,3,Relatives
3,651,0,3,Relatives
3,652,0,652,Work
3,654,1,654,Work
3,657,0,3,Relatives
3,662,0,3,School
3,665,1,665,School
3,672,0,3,Relatives
3,675,0,675,Relatives
3,699,1,3,Relatives
3,701,0,701,Relatives
3,705,0,3,Work
3,720,0,3,Work
3,740,1,740,School
3,768,0,768,Relatives
3,769,1,769,Work
3,784,1,784,School
3,797,1,797,Work
3,803,0,803,Relatives
3,805,1,3,Relatives
3,809,0,809,Work
3,812,0,812,Work
3,829,0,3,Work
3,830,0,830,Relatives
3,837,0,3,School
3,841,1,841,School
3,852,1,3,Relatives
3,854,0,854,Work
3,857,0,3,School
3,868,1,3,Work
3,874,0,3,Relatives
3,881,0,881,School
3,890,0,3,School
3,896,0,896,Work
3,899,1,3,Relatives
3,901,0,3,School
3,913,1,913,Work
3,917,0,917,Work
3,918,1,918,Work
3,926,1,3,Work
3,927,0,3,School
3,936,1,3,Relatives
3,939,0,939,Work
3,941,1,3,School
3,942,1,3,Relatives
3,943,1,3,School
3,945,1,3,School
3,950,0,950,Work
3,961,0,961,Work
3,964,0,964,Relatives
3,966,0,966,School
3,967,0,3,Work
3,968,1,3,School
3,992,0,992,Relatives
4,6,0,4,Work
4,16,0,16,Relatives
4,20,0,20,Work
4,26,0,4,Work
4,30,0,30,Relatives
4,31,0,31,Relatives
4,33,0,4,Work
4,35,0,35,Relatives
4,38,0,4,School
4,45,0,45,Relatives
4,47,0,4,Work
4,52,1,4,Work
4,60,0,60,Relatives
4,64,0,4,Relatives
4,67,0,67,Work
4,70,0,70,Relatives
4,73,0,73,Work
4,87,0,87,Relatives
4,88,1,4,Relatives
4,90,1,90,Relatives
4,92,1,92,Work
4,102,0,102,Relatives
4,108,0,108,Work
4,119,0,119,Work
4,135,1,135,Work
4,162,1,4,Work
4,170,1,4,Work
4,196,0,4,School
4,198,0,4,Work
4,199,0,199,Work
4,200,1,4,School
4,313,1,4,School
4,367,0,367,Relatives
4,372,0,4,School
4,374,0,4,Work
4,384,1,384,Work
4,418,0,418,Work
4,474,1,4,School
4,530,0,4,Relatives
4,578,0,578,School
4,617,0,617,Relatives
4,650,1,650,Relatives
4,669,0,4,School
4,682,1,682,School
4,789,0,789,Work
4,794,0,4,Work
4,840,0,4,Relatives
4,882,0,882,School
4,897,1,4,Relatives
4,962,0,962,Relatives
5,10,0,5,Work
5,13,0,13,School
5,21,0,21,Work
5,25,1,5,Relatives
5,26,0,5,Relatives
5,27,1,27,School
5,34,0,34,School
5,39,0,39,Relatives
5,45,1,45,School
5,47,1,47,Work
5,52,1,52,School
5,61,1,5,Work
5,65,0,5,Relatives
5,67,0,5,Work
5,81,0,5,School
5,83,1,5,Work
5,90,0,90,School
5,99,1,5,Work
5,105,1,5,Work
5,110,0,110,School
5,111,0,5,Relatives
5,130,0,130,School
5,136,0,5,Work
5,140,0,140,School
5,143,1,143,School
5,149,0,149,Work
5,160,0,5,Relatives
5,170,1,170,Work
5,179,0,5,Work
5,181,0,181,Work
5,195,0,5,Work
5,263,1,5,Relatives
5,305,1,5,Relatives
5,309,0,5,Relatives
5,325,1,5,Relatives
5,327,0,5,Relatives
5,343,0,343,School
5,345,1,5,School
5,363,1,363,School
5,372,1,372,School
5,378,1,5,School
5,385,1,5,Relatives
5,392,0,5,School
5,403,1,5,Relatives
5,411,0,411,Work
5,414,0,5,Work
5,437,0,437,Work
5,495,0,5,School
5,506,0,506,Work
5,509,0,509,Work
5,533,0,533,Relatives
5,534,0,534,Relatives
5,551,1,551,School
