1,1001
2,1002
3,1003
4,1004
5,1005
6,1006
7,1007
11,1008
14,1009
17,1010
18,1011
19,1012
21,1013
22,1014
25,1015
27,1016
30,1017
31,1018
32,1019
33,1020
35,1021
38,1022
40,1023
41,1024
42,1025
45,1026
47,1027
49,1028
50,1029
52,1030
53,1031
55,1032
57,1033
58,1034
61,1035
63,1036
65,1037
68,1038
69,1039
70,1040
73,1041
75,1042
77,1043
78,1044
82,1045
83,1046
85,1047
86,1048
87,1049
88,1050
90,1051
93,1052
94,1053
95,1054
96,1055
97,1056
98,1057
99,1058
100,1059
101,1060
102,1061
103,1062
106,1063
107,1064
109,1065
110,1066
112,1067
117,1068
118,1069
119,1070
121,1071
123,1072
124,1073
125,1074
126,1075
130,1076
131,1077
132,1078
134,1079
135,1080
136,1081
138,1082
142,1083
143,1084
146,1085
147,1086
149,1087
151,1088
152,1089
153,1090
154,1091
155,1092
156,1093
158,1094
160,1095
164,1096
167,1097
168,1098
169,1099
171,1100
172,1101
176,1102
181,1103
182,1104
183,1105
184,1106
185,1107
186,1108
188,1109
189,1110
190,1111
191,1112
192,1113
193,1114
195,1115
200,1116
201,1117
204,1118
208,1119
209,1120
210,1121
211,1122
214,1123
215,1124
218,1125
220,1126
221,1127
223,1128
224,1129
225,1130
226,1131
232,1132
233,1133
237,1134
238,1135
239,1136
240,1137
241,1138
243,1139
244,1140
247,1141
248,1142
249,1143
250,1144
252,1145
254,1146
259,1147
260,1148
261,1149
262,1150
263,1151
264,1152
265,1153
267,1154
271,1155
272,1156
273,1157
274,1158
276,1159
277,1160
278,1161
279,1162
280,1163
281,1164
283,1165
285,1166
286,1167
287,1168
288,1169
291,1170
293,1171
296,1172
299,1173
301,1174
303,1175
305,1176
307,1177
309,1178
312,1179
313,1180
314,1181
315,1182
316,1183
317,1184
318,1185
320,1186
322,1187
324,1188
325,1189
326,1190
327,1191
